smiles,inchikey,tm_k,source
O=C(O)CCCCc1ccccc1,BYHDDXPKOZIZRV-UHFFFAOYSA-N,331.98,des
CC[Si](Cl)(Cl)CC,BYLOHCRAPOSXLY-UHFFFAOYSA-N,176.15,bradley
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,BZGIPVGCJGXQTA-UHFFFAOYSA-N,321.15,bradley
CC(C)CC(C)C,BZHMBWZPUJHVEE-UHFFFAOYSA-N,150.15,bradley
CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,533.65,bradley
COC(C)(C)C,BZLVMXJERCGZMT-UHFFFAOYSA-N,164.15,bradley
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CAHKINHBCWCHCF-JTQLQIEISA-N,422.15,bradley
ClC(Cl)c1ccccc1,CAHQGWAXKLQREW-UHFFFAOYSA-N,257.15,bradley
CC1(O)CCCC1,CAKWRXVKWGUISE-UHFFFAOYSA-N,310.15,bradley
O=Cc1cc(Cl)cc(Cl)c1,CASRSOJWLARCRX-UHFFFAOYSA-N,336.15,bradley
Cc1cnccn1,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,243.15,bradley
CCCCCCCCCCCCCCCCCCCC,CBFCDTFDPHXCNY-UHFFFAOYSA-N,309.85,bradley
CCOc1cc(C=O)ccc1O,CBOQJANXLMLOSS-UHFFFAOYSA-N,350.15,bradley
CC(C)(N)CO,CBTVGIZVANVGBH-UHFFFAOYSA-N,303.15,bradley
O=[N+]([O-])c1cccc(I)c1,CBYAZOKPJYBCHE-UHFFFAOYSA-N,310.15,bradley
C=CCCCCCCCCCCCCCCCC,CCCMONHAUSKTEQ-UHFFFAOYSA-N,289.15,bradley
O=C(O)Cc1ccccc1O,CCVYRRGZDBSHFU-UHFFFAOYSA-N,419.15,bradley
Nc1ccccc1O,CDAWCLOXVUBKRW-UHFFFAOYSA-N,449.15,bradley
O=C(O)Cc1ccc(Cl)cc1,CDPKJZJVTHSESZ-UHFFFAOYSA-N,376.15,bradley
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CDVNZMKTJIBBBV-UHFFFAOYSA-N,479.15,bradley
C#CC(C)(C)O,CEBKHWWANWSNTI-UHFFFAOYSA-N,275.75,bradley
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,358.15,bradley
O=C(Cl)c1ccc(Cl)cc1Cl,CEOCVKWBUWKBKA-UHFFFAOYSA-N,291.15,bradley
Nc1ccc(F)cc1F,CEPCPXLLFXPZGW-UHFFFAOYSA-N,265.65,bradley
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,CEQFOVLGLXCDCX-WUKNDPDISA-N,453.65,bradley
O=C(c1ccccc1)C(Cl)Cl,CERJZAHSUZVMCH-UHFFFAOYSA-N,294.15,bradley
CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N,171.15,bradley
COc1ccccc1[N+](=O)[O-],CFBYEGUGFPZCNF-UHFFFAOYSA-N,282.55,bradley
O=C(O)Cc1ccc(O)c(O)c1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,402.15,bradley
CC1CCC(C(C)C)CC1,CFJYNSNXFXLKNS-UHFFFAOYSA-N,183.25,bradley
Cc1cc(O)ccc1Cl,CFKMVGJGLGKFKI-UHFFFAOYSA-N,340.15,bradley
CCCCCOC(=O)CCC,CFNJLPHOBMVMNS-UHFFFAOYSA-N,200.15,bradley
[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1,CFOAUYCPAUGDFF-UHFFFAOYSA-N,385.65,bradley
CCOC(=O)n1ccn(C)c1=S,CFOYWRHIYXMDOT-UHFFFAOYSA-N,397.15,bradley
Clc1ccc(Br)cc1Cl,CFPZDVAZISWERM-UHFFFAOYSA-N,297.15,bradley
CCC(=O)c1cc(O)ccc1O,CFQYIIXIHXUPQT-UHFFFAOYSA-N,371.15,bradley
Nc1ccc2c(c1)Cc1ccccc1-2,CFRFHWQYWJMEJN-UHFFFAOYSA-N,401.15,bradley
ClCC(Cl)CCl,CFXQEHVMCRXUSD-UHFFFAOYSA-N,259.15,bradley
Cc1cccc[n+]1[O-],CFZKDDTWZYUZKS-UHFFFAOYSA-N,321.15,bradley
C#CCCCC,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,141.15,bradley
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,432.15,bradley
N#Cc1c[nH]c2ccccc12,CHIFTAQVXHNVRW-UHFFFAOYSA-N,453.15,bradley
O=C(OC(=O)c1ccccc1)c1ccccc1,CHIHQLCVLOXUJW-UHFFFAOYSA-N,315.15,bradley
CCc1c(C)cccc1C,CHIKRULMSSADAF-UHFFFAOYSA-N,257.15,bradley
CC(=O)Nc1ccc(N)cc1,CHMBIJAOCISYEW-UHFFFAOYSA-N,436.15,bradley
C1=CC=CCC=C1,CHVJITGCYZJHLR-UHFFFAOYSA-N,193.15,bradley
N#Cc1ccccc1O,CHZCERSEMVWNHL-UHFFFAOYSA-N,366.65,bradley
O=C1c2ccccc2C(=O)N1CCBr,CHZXTOCAICMPQR-UHFFFAOYSA-N,355.15,bradley
COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX-UHFFFAOYSA-N,299.15,bradley
CC(C)(C)OO,CIHOLLKRGTVIJN-UHFFFAOYSA-N,270.15,bradley
CN(C)c1ccc(N(C)C)cc1,CJAOGUFAAWZWNI-UHFFFAOYSA-N,323.15,bradley
CN(C)c1cccc([N+](=O)[O-])c1,CJDICMLSLYHRPT-UHFFFAOYSA-N,332.15,bradley
COP(=S)(OC)SCn1nnc2ccccc2c1=O,CJJOSEISRRTUQB-UHFFFAOYSA-N,345.15,bradley
O=C(O)c1ccccc1I,CJNZAXGUTKBIHP-UHFFFAOYSA-N,435.65,bradley
CCCCCCCCCCCCCC(C)=O,CJPNOLIZCWDHJK-UHFFFAOYSA-N,312.15,bradley
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CKAPSXZOOQJIBF-UHFFFAOYSA-N,503.15,bradley
Oc1c(F)cccc1F,CKKOVFGIBXCEIJ-UHFFFAOYSA-N,311.15,bradley
O=C(/C=C/c1ccc2ccccc2c1)/C=C/c1ccc2ccccc2c1,CKKPHXZAMHRIFO-JOBJLJCHSA-N,515.15,bradley
N[C@@H](CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-REOHCLBHSA-N,543.15,des
NC(CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UHFFFAOYSA-N,548.15,bradley
CC(C)c1ccc(C(=O)O)cc1,CKMXAIVXVKGGFM-UHFFFAOYSA-N,392.15,bradley
CC(=O)c1cccc(N)c1,CKQHAYFOPRIUOM-UHFFFAOYSA-N,370.15,bradley
O=Cc1cc(O)ccc1O,CLFRCXCBWIQVRN-UHFFFAOYSA-N,371.15,bradley
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,CLQMBPJKHLGMQK-UHFFFAOYSA-N,444.65,bradley
CCC(CC)C(C)(C)C,CLZCPQKGOAXOJT-UHFFFAOYSA-N,174.15,bradley
Cc1ccc(N)nc1,CMBSSVKZOPZBKW-UHFFFAOYSA-N,349.15,bradley
O=C1CCN(c2ccccc2)N1,CMCWWLVWPDLCRM-UHFFFAOYSA-N,395.15,bradley
O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,335.15,bradley
O=Cc1ccccc1[N+](=O)[O-],CMWKITSNTDAEDT-UHFFFAOYSA-N,319.15,bradley
COc1ccc2cc(C(C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-UHFFFAOYSA-N,428.15,bradley
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,428.15,bradley
CC(Br)CCCBr,CNBFRBXEGGRSPL-UHFFFAOYSA-N,239.15,bradley
CCCCCCCCCl,CNDHHGUSRIZDSL-UHFFFAOYSA-N,215.15,bradley
Cc1cc(O)ccc1O,CNHDIAIOKMXOLK-UHFFFAOYSA-N,402.15,bradley
O=C(O)c1cc(Cl)cc(Cl)c1O,CNJGWCQEGROXEE-UHFFFAOYSA-N,497.15,bradley
CCCCCCCCC(C)C,CNPVJWYWYZMPDS-UHFFFAOYSA-N,224.15,bradley
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,CNRNYORZJGVOSY-UHFFFAOYSA-N,345.15,bradley
CCCCNC(N)=O,CNWSQCLBDWYLAN-UHFFFAOYSA-N,368.15,bradley
Cc1cc(N)c2ccccc2n1,COCFIBRMFPWUDW-UHFFFAOYSA-N,437.15,bradley
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,COKMIXFXJJXBQG-UHFFFAOYSA-N,496.15,bradley
CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,389.15,bradley
Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O,CPBJMKMKNCRKQB-UHFFFAOYSA-N,497.15,bradley
O=C(O)/C=C/c1ccc(Br)cc1,CPDDDTNAMBSPRN-ZZXKWVIFSA-N,535.15,bradley
Br,CPELXLSAUQHCOX-UHFFFAOYSA-N,187.15,bradley
Cc1c2ccccc2cc2ccccc12,CPGPAVAKSZHMBP-UHFFFAOYSA-N,351.15,bradley
CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,408.15,bradley
O=C(c1ccccc1)c1cccc(Cl)c1,CPLWKNRPZVNELG-UHFFFAOYSA-N,355.15,bradley
CCOC(=O)c1ccccc1[N+](=O)[O-],CPNMAYYYYSWTIV-UHFFFAOYSA-N,301.15,bradley
C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N,209.15,bradley
O=C(O)c1ccc(CBr)cc1,CQQSQBRPAJSTFB-UHFFFAOYSA-N,498.15,bradley
OCc1ccccc1O,CQRYARSYNCAZFO-UHFFFAOYSA-N,358.15,bradley
Cc1cc(C)c(CC(=O)O)c(C)c1,CQWMQAKKAHTCSC-UHFFFAOYSA-N,442.15,bradley
CC(C)c1ccccc1O,CRBJBYGJVIBWIY-UHFFFAOYSA-N,289.15,bradley
COc1cc(OC)c(C=O)c(OC)c1,CRBZVDLXAIFERF-UHFFFAOYSA-N,393.15,bradley
CCC(C)(C)Cl,CRNIHJHMEQZAAS-UHFFFAOYSA-N,200.15,bradley
ON=C1c2ccccc2-c2ccccc21,CRNNFEKVPRFZKJ-UHFFFAOYSA-N,467.15,bradley
C=C1C2CCC(C2)C1(C)C,CRPUJAZIXJMDBK-UHFFFAOYSA-N,323.15,bradley
C=CCCCCCCCCCC,CRSBERNSMYQZNG-UHFFFAOYSA-N,238.15,bradley
CC(C)(C)C,CRSOQBOWXPBRES-UHFFFAOYSA-N,256.15,bradley
COc1cccc(OC)c1OC,CRUILBNAQILVHZ-UHFFFAOYSA-N,318.15,bradley
CC(C)=O,CSCPPACGZOOCGX-UHFFFAOYSA-N,179.15,bradley
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,CSHWQDPOILHKBI-UHFFFAOYSA-N,551.15,bradley
O=S(=O)(Cl)c1ccccc1,CSKNSYBAZOQPLR-UHFFFAOYSA-N,288.15,bradley
COc1ccccc1C(=O)c1ccccc1,CSUUDNFYSFENAE-UHFFFAOYSA-N,310.15,bradley
CC1=CCCCC1,CTMHWPIWNRWQEG-UHFFFAOYSA-N,153.15,bradley
Brc1cccc(I)c1,CTPUUDQIXKUAMO-UHFFFAOYSA-N,264.15,bradley
Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,248.15,bradley
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,CUARLQDWYSRQDF-UHFFFAOYSA-N,376.65,bradley
c1ccc2cccc-2cc1,CUFNKYGDVFVPHO-UHFFFAOYSA-N,372.65,bradley
N#CCC#N,CUONGYYJJVDODC-UHFFFAOYSA-N,307.15,bradley
Nc1cccnc1,CUYKNJBYIJFRCU-UHFFFAOYSA-N,334.15,bradley
CC(=O)CC(=O)c1ccccc1,CVBUKMMMRLOKQR-UHFFFAOYSA-N,332.15,bradley
CCc1ccccc1Cl,CVGAWKYSRYXQOI-UHFFFAOYSA-N,190.15,bradley
O=C1NS(=O)(=O)c2ccccc21,CVHZOJJKTDOEJC-UHFFFAOYSA-N,502.15,bradley
N#Cc1ccc(O)cc1,CVNOWLNNPYYEOH-UHFFFAOYSA-N,384.65,des
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,CVUGPAFCQJIYDT-UHFFFAOYSA-N,348.15,bradley
CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N,415.15,bradley
Nc1cccc(O)c1,CWLKGDAVCFYWJK-UHFFFAOYSA-N,398.15,bradley
Fc1cccc2ccccc12,CWLKTJOTWITYSI-UHFFFAOYSA-N,260.15,bradley
O=[N+]([O-])c1cccc(CO)c1,CWNPOQFCIIFQDM-UHFFFAOYSA-N,305.15,bradley
C1CCc2nnnn2CC1,CWRVKFFCRWGWCS-UHFFFAOYSA-N,330.65,bradley
c1cc2c3c(cccc3c1)CC2,CWRYPZZKDGJXCA-UHFFFAOYSA-N,368.15,bradley
CCCCOC,CXBDYQVECUFKRK-UHFFFAOYSA-N,158.15,bradley
O=C(O)c1cc(Cl)cc(Cl)c1,CXKCZFDUOYMOOP-UHFFFAOYSA-N,459.15,bradley
O=C(O)CCCCCCCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,407.65,bradley
CCCC(C)(C)C,CXOWYJMDMMMMJO-UHFFFAOYSA-N,149.15,bradley
Cc1c(C)c(C)c(CCl)c(C)c1C,CXUAEBDTJFKMBV-UHFFFAOYSA-N,356.15,bradley
c1ccc2c(c1)CCCC2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,242.15,bradley
CCC1(C)CC1,CXYUCHDVLWUDNS-UHFFFAOYSA-N,143.15,bradley
CC(=O)OC[C@H]1O[C@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CYAYKKUWALRRPA-RGDJUOJXSA-N,362.65,bradley
CC(C)(C)c1cccc(O)c1,CYEKUDPFXBLGHH-UHFFFAOYSA-N,318.15,bradley
FC(Cl)(Cl)Cl,CYRMSUTZVYGINF-UHFFFAOYSA-N,162.65,bradley
CN1CCN(C)C1=O,CYSGHNMQYZDMIA-UHFFFAOYSA-N,281.15,bradley
ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,251.15,bradley
C[Si](C)(C)C,CZDYPVPMEAXLPK-UHFFFAOYSA-N,173.15,bradley
O=[N+]([O-])c1ccc(Cl)cc1,CZGCEKJOLUNIFY-UHFFFAOYSA-N,356.65,bradley
CC(C)CCCl,CZHLPWNZCJEPJB-UHFFFAOYSA-N,169.15,bradley
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,CZIHNRWJTSTCEX-UHFFFAOYSA-N,467.15,bradley
O=C(Cl)c1ccc(F)cc1,CZKLEJHVLCMVQR-UHFFFAOYSA-N,283.15,bradley
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,462.05,des
COC(=O)c1ccc(Br)cc1,CZNGTXVOZOWWKM-UHFFFAOYSA-N,352.15,bradley
c1cncnc1,CZPWVGJYEJSRLH-UHFFFAOYSA-N,294.15,bradley
CCC(Br)CBr,CZWSZZHGSNZRMW-UHFFFAOYSA-N,208.15,bradley
COc1ccc(C(=O)O)cc1OC,DAUAQNGYDSHRET-UHFFFAOYSA-N,454.15,bradley
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,468.15,bradley
OCc1ccc(Cl)cc1Cl,DBHODFSFBXJZNY-UHFFFAOYSA-N,332.15,bradley
c1ccc(Cc2ccncc2)cc1,DBOLXXRVIFGDTI-UHFFFAOYSA-N,283.15,bradley
CC[NH+](CC)CCO.[Cl-],DBQUKJMNGUJRFI-UHFFFAOYSA-N,385.15,des
CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,291.15,bradley
c1ccc(-c2nnc(-c3ccccc3)o2)cc1,DCJKUXYSYJBBRD-UHFFFAOYSA-N,413.15,bradley
CCC(C)OC(C)=O,DCKVNWZUADLDEH-UHFFFAOYSA-N,174.15,bradley
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,449.15,bradley
COC(=O)c1ccc(OC)cc1,DDIZAANNODHTRB-UHFFFAOYSA-N,323.15,bradley
C1CCCCCCCCCCC1,DDTBPAQBQHZRDW-UHFFFAOYSA-N,334.15,bradley
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,492.15,bradley
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-UHFFFAOYSA-N,492.15,bradley
CCCC1CCCCC1,DEDZSLCZHWTGOR-UHFFFAOYSA-N,178.15,bradley
O=C(Cl)c1ccc(Br)cc1,DENKGPBHLYFNGK-UHFFFAOYSA-N,313.15,bradley
NC(=O)c1cccs1,DENPQNAWGQXKCU-UHFFFAOYSA-N,454.15,bradley
CCOS(=O)(=O)OCC,DENRZWYUOJLTMF-UHFFFAOYSA-N,249.15,bradley
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,DFBKLUNHFCTMDC-PICURKEMSA-N,449.15,bradley
CC(O)C(C)(C)C,DFOXKPDFWGNLJU-UHFFFAOYSA-N,278.15,bradley
NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,403.15,des
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,DFXQXFGFOLXAPO-UHFFFAOYSA-N,455.15,bradley
COc1cc(C(C)=O)ccc1O,DFYRUELUNQRZTB-UHFFFAOYSA-N,387.65,bradley
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DGABKXLVXPYZII-SIBKNCMHSA-N,471.15,bradley
Cc1cccc(C(=O)O)c1[N+](=O)[O-],DGDAVTPQCQXLGU-UHFFFAOYSA-N,494.15,bradley
c1cnc2c(c1)ccc1cccnc12,DGEZNRSVGBDHLK-UHFFFAOYSA-N,388.15,des
N#CCC(N)=O,DGJMPUGMZIKDRO-UHFFFAOYSA-N,393.15,bradley
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,DGMKFQYCZXERLX-UHFFFAOYSA-N,415.15,bradley
Cc1ccc(N)c(N)c1,DGRGLKZMKWPMOH-UHFFFAOYSA-N,362.65,bradley
FC(F)(F)c1ccccc1Cl,DGRVQOKCSKDWIH-UHFFFAOYSA-N,265.75,bradley
Clc1ccc(-c2nc3c4ccccc4ccn3n2)cc1,DGWUVKLBXCWNTA-UHFFFAOYSA-N,511.15,bradley
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,DHDHJYNTEFLIHY-UHFFFAOYSA-N,491.15,bradley
N#CCCC(Br)(C#N)CBr,DHVLDKHFGIVEIP-UHFFFAOYSA-N,323.15,bradley
O=C(O)CCBr,DHXNZYCXMFBMHE-UHFFFAOYSA-N,333.15,bradley
C1CCOCC1,DHXVGJBLRPWPCS-UHFFFAOYSA-N,224.15,bradley
Nc1cccc(Br)c1,DHYHYLGCQVVLOQ-UHFFFAOYSA-N,290.15,bradley
O=C(O)c1cc(I)cc(I)c1O,DHZVWQPHNWDCFS-UHFFFAOYSA-N,504.15,bradley
BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,282.15,bradley
CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,243.15,bradley
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,439.15,bradley
CCCC(C)(C)C(C)C,DJYSEQMMCZAKGT-UHFFFAOYSA-N,156.15,bradley
CC(C)(C)c1cccc(C(C)(C)C)c1O,DKCPKDPYUFEZCP-UHFFFAOYSA-N,309.65,bradley
BrCCCCCCCCBr,DKEGCUDAFWNSSO-UHFFFAOYSA-N,288.65,bradley
CC(C)(C)O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,298.15,bradley
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,DKGZKTPJOSAWFA-UHFFFAOYSA-N,463.15,bradley
CCOC(=O)CCC(=O)OCC,DKMROQRQHGEIOW-UHFFFAOYSA-N,253.15,bradley
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,DKYVVNLWACXMDW-UHFFFAOYSA-N,357.65,bradley
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,368.0,des
CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,354.06,des
Cc1ccc(O)c(C(=O)O)c1,DLGBEGBHXSAQOC-UHFFFAOYSA-N,426.15,bradley
Brc1cccc2ccccc12,DLKQHBOKULLWDQ-UHFFFAOYSA-N,272.15,bradley
CCOc1ccccc1,DLRJIFUOBPOJNS-UHFFFAOYSA-N,243.15,bradley
c1ccc(Nc2ccccc2)cc1,DMBHHRLKUKUOEG-UHFFFAOYSA-N,326.15,bradley
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,DMCJFWXGXUEHFD-UHFFFAOYSA-N,360.15,bradley
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,DMDGGSIALPNSEE-UHFFFAOYSA-N,545.15,bradley
Nc1cc(C(=O)O)ccc1Cl,DMGFVJVLVZOSOE-UHFFFAOYSA-N,489.15,bradley
Cc1ccc[n+]([O-])c1,DMGGLIWGZFZLIY-UHFFFAOYSA-N,311.15,bradley
Cc1ccc(CCl)cc1,DMHZDOTYAVHSEH-UHFFFAOYSA-N,277.15,bradley
O=Cc1c(Cl)cccc1Cl,DMIYKWPEFRFTPY-UHFFFAOYSA-N,343.65,bradley
c1ccc(N=Nc2ccccc2)cc1,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,341.65,bradley
Nc1ccc(-c2ccccc2)cc1,DMVOXQPQNTYEKQ-UHFFFAOYSA-N,326.15,bradley
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,DNDPLEAVNVOOQZ-UHFFFAOYSA-N,398.15,bradley
CC(O)CO,DNIAPMSPPWPWGF-UHFFFAOYSA-N,237.15,des
CCS,DNJIEGIFACGWOD-UHFFFAOYSA-N,125.15,bradley
CCCC(N)=O,DNSISZSEWVHGLH-UHFFFAOYSA-N,389.15,bradley
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,528.4,bradley
CCCCC(C)CCC,DOGIHOCMZJUJNR-UHFFFAOYSA-N,160.15,bradley
Cc1ccc(N)cc1C,DOLQYFPDPKPQSS-UHFFFAOYSA-N,324.15,bradley
CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,DOZRDZLFLOODMB-UHFFFAOYSA-N,461.15,bradley
Nc1ccccc1[N+](=O)[O-],DPJCXCZTLWNFOH-UHFFFAOYSA-N,345.15,bradley
CC(C)CC1CCCC1,DPUYDFJBHDYVQM-UHFFFAOYSA-N,158.15,bradley
Clc1cc(Cl)nc(Cl)n1,DPVIABCMTHHTGB-UHFFFAOYSA-N,296.15,bradley
CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,554.15,bradley
CCOP(=O)(OCC)OCC,DQWPFSLDHJDLRL-UHFFFAOYSA-N,217.15,bradley
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,DRGAZIDRYFYHIJ-UHFFFAOYSA-N,364.15,bradley
Brc1ccccc1-c1ccccc1Br,DRKHIWKXLZCAKP-UHFFFAOYSA-N,353.15,bradley
O=C1CCCCC1c1ccccc1,DRLVMOAWNVOSPE-UHFFFAOYSA-N,331.15,bradley
CC1(C)CC=CCC1,DRORSPJLYCDESA-UHFFFAOYSA-N,199.15,bradley
N#CC(Cl)(Cl)Cl,DRUIESSIVFYOMK-UHFFFAOYSA-N,231.15,bradley
C=C(C)CCC(=C)C,DSAYAFZWRDYBQY-UHFFFAOYSA-N,198.15,bradley
Cc1ccc([N+](=O)[O-])cc1N,DSBIJCMXAIKKKI-UHFFFAOYSA-N,380.65,bradley
CCc1ccc(CC)cc1,DSNHSQKRULAAEI-UHFFFAOYSA-N,230.15,bradley
CCCOc1ccccc1,DSNYFFJTZPIKFZ-UHFFFAOYSA-N,245.15,bradley
COc1ccc(NC(=O)N(C)C)cc1Cl,DSRNRYQBBJQVCW-UHFFFAOYSA-N,400.15,bradley
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,DSSYKIVIOFKYAU-OIBJUYFYSA-N,451.15,bradley
CC12CCC(CC1=O)C2(C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,448.15,des
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,DSSYKIVIOFKYAU-XCBNKYQSSA-N,449.65,des
Cc1cnc2ccccc2c1,DTBDAFLSBDGPEA-UHFFFAOYSA-N,288.15,bradley
CCOc1cccc(C(=O)O)c1,DTFQMPQJMDEWKJ-UHFFFAOYSA-N,409.15,bradley
Nc1c(Cl)cc(Cl)cc1Br,DTPADCOGQUOGHT-UHFFFAOYSA-N,353.15,bradley
O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,258.15,bradley
OC1(c2ccccc2)CCCCC1,DTTDXHDYTWQDCS-UHFFFAOYSA-N,333.15,bradley
Nc1cccc2cnccc12,DTVYNUOOZIKEEX-UHFFFAOYSA-N,402.15,bradley
CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,424.65,bradley
CC(C)(CC(=O)O)CC(=O)O,DUHQIGLHYXLKAE-UHFFFAOYSA-N,374.15,bradley
CCOC(=O)Cc1ccccc1,DULCUDSUACXJJC-UHFFFAOYSA-N,244.15,bradley
CCC(CC)C(C)C,DUPUVYJQZSLSJB-UHFFFAOYSA-N,158.15,bradley
CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,175.25,bradley
Cc1ccc(N=C=O)cc1N=C=O,DVKJHBMWWAPEIU-UHFFFAOYSA-N,293.65,bradley
COc1ccc2[nH]ccc2c1,DWAQDRSOVMLGRQ-UHFFFAOYSA-N,327.15,bradley
O=C(Oc1ccc2ccccc2c1)c1ccccc1,DWJIJRSTYFPKGD-UHFFFAOYSA-N,380.15,bradley
COc1ccccc1CC#N,DWJKILXTMUGXOU-UHFFFAOYSA-N,339.15,bradley
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,DWNAQMUDCDVSLT-UHFFFAOYSA-N,348.15,bradley
